yearID,franchid_1,franchid_2,abs_difference,W1,W2,L1,L2
1934,BOS,BAL,9,76,67,76,85
1934,BOS,STL,19,76,95,76,58
1934,BOS,MIN,10,76,66,76,86
1934,LAD,BBS,68,71,3,81,8
1934,LAD,BOS,5,71,76,81,76
1934,LAD,LAD,0,71,71,81,81
1934,LAD,ATL,7,71,78,81,73
1934,LAD,CAG,44,71,27,81,19
1934,LAD,CHW,18,71,53,81,99
1934,LAD,CHC,15,71,86,81,65
1934,LAD,CIN,19,71,52,81,99
1934,LAD,CLE,14,71,85,81,69
1934,LAD,CRS,68,71,3,81,22
1934,LAD,DET,30,71,101,81,53
1934,LAD,HG,54,71,17,81,13
1934,LAD,KCM,68,71,3,81,6
1934,LAD,NBY,60,71,11,81,15
1934,LAD,ND,55,71,16,81,16
1934,LAD,BEG,54,71,17,81,23
1934,LAD,SFG,22,71,93,81,60
1934,LAD,NYY,23,71,94,81,60
1934,LAD,PBG,66,71,5,81,20
1934,LAD,PC,31,71,40,81,26
1934,LAD,OAK,3,71,68,81,82
1934,LAD,PHI,15,71,56,81,93
1934,LAD,PIT,3,71,74,81,76
1934,LAD,PS,33,71,38,81,15
1934,LAD,BAL,4,71,67,81,85
1934,LAD,STL,24,71,95,81,58
1934,LAD,MIN,5,71,66,81,86
1934,ATL,BBS,75,78,3,73,8
1934,ATL,BOS,2,78,76,73,76
1934,ATL,LAD,7,78,71,73,81
1934,ATL,ATL,0,78,78,73,73
1934,ATL,CAG,51,78,27,73,19
1934,ATL,CHW,25,78,53,73,99
1934,ATL,CHC,8,78,86,73,65
1934,ATL,CIN,26,78,52,73,99
1934,ATL,CLE,7,78,85,73,69
1934,ATL,CRS,75,78,3,73,22
1934,ATL,DET,23,78,101,73,53
1934,ATL,HG,61,78,17,73,13
1934,ATL,KCM,75,78,3,73,6
1934,ATL,NBY,67,78,11,73,15
1934,ATL,ND,62,78,16,73,16
1934,ATL,BEG,61,78,17,73,23
1934,ATL,SFG,15,78,93,73,60
1934,ATL,NYY,16,78,94,73,60
1934,ATL,PBG,73,78,5,73,20
1934,ATL,PC,38,78,40,73,26
1934,ATL,OAK,10,78,68,73,82
1934,ATL,PHI,22,78,56,73,93
1934,ATL,PIT,4,78,74,73,76
1934,ATL,PS,40,78,38,73,15
1934,ATL,BAL,11,78,67,73,85
1934,ATL,STL,17,78,95,73,58
1934,ATL,MIN,12,78,66,73,86
1934,CAG,BBS,24,27,3,19,8
1934,CAG,BOS,49,27,76,19,76
1934,CAG,LAD,44,27,71,19,81
1934,CAG,ATL,51,27,78,19,73
1934,CAG,CAG,0,27,27,19,19
1934,CAG,CHW,26,27,53,19,99
1934,CAG,CHC,59,27,86,19,65
1934,CAG,CIN,25,27,52,19,99
1934,CAG,CLE,58,27,85,19,69
1934,CAG,CRS,24,27,3,19,22
1934,CAG,DET,74,27,101,19,53
1934,CAG,HG,10,27,17,19,13
1934,CAG,KCM,24,27,3,19,6
1934,CAG,NBY,16,27,11,19,15
1934,CAG,ND,11,27,16,19,16
1934,CAG,BEG,10,27,17,19,23
1934,CAG,SFG,66,27,93,19,60
1934,CAG,NYY,67,27,94,19,60
1934,CAG,PBG,22,27,5,19,20
1934,CAG,PC,13,27,40,19,26
1934,CAG,OAK,41,27,68,19,82
1934,CAG,PHI,29,27,56,19,93
1934,CAG,PIT,47,27,74,19,76
1934,CAG,PS,11,27,38,19,15
1934,CAG,BAL,40,27,67,19,85
1934,CAG,STL,68,27,95,19,58
1934,CAG,MIN,39,27,66,19,86
1934,CHW,BBS,50,53,3,99,8
1934,CHW,BOS,23,53,76,99,76
1934,CHW,LAD,18,53,71,99,81
1934,CHW,ATL,25,53,78,99,73
1934,CHW,CAG,26,53,27,99,19
1934,CHW,CHW,0,53,53,99,99
1934,CHW,CHC,33,53,86,99,65
1934,CHW,CIN,1,53,52,99,99
1934,CHW,CLE,32,53,85,99,69
1934,CHW,CRS,50,53,3,99,22
1934,CHW,DET,48,53,101,99,53
1934,CHW,HG,36,53,17,99,13
1934,CHW,KCM,50,53,3,99,6
1934,CHW,NBY,42,53,11,99,15
1934,CHW,ND,37,53,16,99,16
1934,CHW,BEG,36,53,17,99,23
1934,CHW,SFG,40,53,93,99,60
1934,CHW,NYY,41,53,94,99,60
1934,CHW,PBG,48,53,5,99,20
1934,CHW,PC,13,53,40,99,26
1934,CHW,OAK,15,53,68,99,82
1934,CHW,PHI,3,53,56,99,93
1934,CHW,PIT,21,53,74,99,76
1934,CHW,PS,15,53,38,99,15
1934,CHW,BAL,14,53,67,99,85
1934,CHW,STL,42,53,95,99,58
1934,CHW,MIN,13,53,66,99,86
1934,CHC,BBS,83,86,3,65,8
1934,CHC,BOS,10,86,76,65,76
1934,CHC,LAD,15,86,71,65,81
1934,CHC,ATL,8,86,78,65,73
1934,CHC,CAG,59,86,27,65,19
1934,CHC,CHW,33,86,53,65,99
1934,CHC,CHC,0,86,86,65,65
1934,CHC,CIN,34,86,52,65,99
1934,CHC,CLE,1,86,85,65,69
1934,CHC,CRS,83,86,3,65,22
1934,CHC,DET,15,86,101,65,53
1934,CHC,HG,69,86,17,65,13
1934,CHC,KCM,83,86,3,65,6
1934,CHC,NBY,75,86,11,65,15
1934,CHC,ND,70,86,16,65,16
1934,CHC,BEG,69,86,17,65,23
1934,CHC,SFG,7,86,93,65,60
1934,CHC,NYY,8,86,94,65,60
1934,CHC,PBG,81,86,5,65,20
1934,CHC,PC,46,86,40,65,26
1934,CHC,OAK,18,86,68,65,82
1934,CHC,PHI,30,86,56,65,93
1934,CHC,PIT,12,86,74,65,76
1934,CHC,PS,48,86,38,65,15
1934,CHC,BAL,19,86,67,65,85
1934,CHC,STL,9,86,95,65,58
1934,CHC,MIN,20,86,66,65,86
1934,CIN,BBS,49,52,3,99,8
1934,CIN,BOS,24,52,76,99,76
1934,CIN,LAD,19,52,71,99,81
1934,CIN,ATL,26,52,78,99,73
1934,CIN,CAG,25,52,27,99,19
1934,CIN,CHW,1,52,53,99,99
1934,CIN,CHC,34,52,86,99,65
1934,CIN,CIN,0,52,52,99,99
1934,CIN,CLE,33,52,85,99,69
1934,CIN,CRS,49,52,3,99,22
1934,CIN,DET,49,52,101,99,53
1934,CIN,HG,35,52,17,99,13
1934,CIN,KCM,49,52,3,99,6
1934,CIN,NBY,41,52,11,99,15
1934,CIN,ND,36,52,16,99,16
1934,CIN,BEG,35,52,17,99,23
1934,CIN,SFG,41,52,93,99,60
1934,CIN,NYY,42,52,94,99,60
1934,CIN,PBG,47,52,5,99,20
1934,CIN,PC,12,52,40,99,26
1934,CIN,OAK,16,52,68,99,82
1934,CIN,PHI,4,52,56,99,93
1934,CIN,PIT,22,52,74,99,76
1934,CIN,PS,14,52,38,99,15
1934,CIN,BAL,15,52,67,99,85
1934,CIN,STL,43,52,95,99,58
1934,CIN,MIN,14,52,66,99,86
1934,CLE,BBS,82,85,3,69,8
1934,CLE,BOS,9,85,76,69,76
1934,CLE,LAD,14,85,71,69,81
1934,CLE,ATL,7,85,78,69,73
1934,CLE,CAG,58,85,27,69,19
1934,CLE,CHW,32,85,53,69,99
1934,CLE,CHC,1,85,86,69,65
1934,CLE,CIN,33,85,52,69,99
1934,CLE,CLE,0,85,85,69,69
1934,CLE,CRS,82,85,3,69,22
1934,CLE,DET,16,85,101,69,53
1934,CLE,HG,68,85,17,69,13
1934,CLE,KCM,82,85,3,69,6
1934,CLE,NBY,74,85,11,69,15
1934,CLE,ND,69,85,16,69,16
1934,CLE,BEG,68,85,17,69,23
1934,CLE,SFG,8,85,93,69,60
1934,CLE,NYY,9,85,94,69,60
1934,CLE,PBG,80,85,5,69,20
1934,CLE,PC,45,85,40,69,26
1934,CLE,OAK,17,85,68,69,82
1934,CLE,PHI,29,85,56,69,93
1934,CLE,PIT,11,85,74,69,76
1934,CLE,PS,47,85,38,69,15
1934,CLE,BAL,18,85,67,69,85
1934,CLE,STL,10,85,95,69,58
1934,CLE,MIN,19,85,66,69,86
1934,CRS,BBS,0,3,3,22,8
1934,CRS,BOS,73,3,76,22,76
1934,CRS,LAD,68,3,71,22,81
1934,CRS,ATL,75,3,78,22,73
1934,CRS,CAG,24,3,27,22,19
1934,CRS,CHW,50,3,53,22,99
1934,CRS,CHC,83,3,86,22,65
1934,CRS,CIN,49,3,52,22,99
1934,CRS,CLE,82,3,85,22,69
1934,CRS,CRS,0,3,3,22,22
1934,CRS,DET,98,3,101,22,53
1934,CRS,HG,14,3,17,22,13
1934,CRS,KCM,0,3,3,22,6
1934,CRS,NBY,8,3,11,22,15
1934,CRS,ND,13,3,16,22,16
1934,CRS,BEG,14,3,17,22,23
1934,CRS,SFG,90,3,93,22,60
1934,CRS,NYY,91,3,94,22,60
1934,CRS,PBG,2,3,5,22,20
1934,CRS,PC,37,3,40,22,26
1934,CRS,OAK,65,3,68,22,82
1934,CRS,PHI,53,3,56,22,93
1934,CRS,PIT,71,3,74,22,76
1934,CRS,PS,35,3,38,22,15
1934,CRS,BAL,64,3,67,22,85
1934,CRS,STL,92,3,95,22,58
1934,CRS,MIN,63,3,66,22,86
1934,DET,BBS,98,101,3,53,8
1934,DET,BOS,25,101,76,53,76
1934,DET,LAD,30,101,71,53,81
1934,DET,ATL,23,101,78,53,73
1934,DET,CAG,74,101,27,53,19
1934,DET,CHW,48,101,53,53,99
1934,DET,CHC,15,101,86,53,65
1934,DET,CIN,49,101,52,53,99
1934,DET,CLE,16,101,85,53,69
1934,DET,CRS,98,101,3,53,22
1934,DET,DET,0,101,101,53,53
1934,DET,HG,84,101,17,53,13
1934,DET,KCM,98,101,3,53,6
1934,DET,NBY,90,101,11,53,15
1934,DET,ND,85,101,16,53,16
1934,DET,BEG,84,101,17,53,23
1934,DET,SFG,8,101,93,53,60
1934,DET,NYY,7,101,94,53,60
1934,DET,PBG,96,101,5,53,20
1934,DET,PC,61,101,40,53,26
1934,DET,OAK,33,101,68,53,82
1934,DET,PHI,45,101,56,53,93
1934,DET,PIT,27,101,74,53,76
1934,DET,PS,63,101,38,53,15
1934,DET,BAL,34,101,67,53,85
1934,DET,STL,6,101,95,53,58
1934,DET,MIN,35,101,66,53,86
1934,HG,BBS,14,17,3,13,8
1934,HG,BOS,59,17,76,13,76
1934,HG,LAD,54,17,71,13,81
1934,HG,ATL,61,17,78,13,73
1934,HG,CAG,10,17,27,13,19
1934,HG,CHW,36,17,53,13,99
1934,HG,CHC,69,17,86,13,65
1934,HG,CIN,35,17,52,13,99
1934,HG,CLE,68,17,85,13,69
1934,HG,CRS,14,17,3,13,22
1934,HG,DET,84,17,101,13,53
1934,HG,HG,0,17,17,13,13
1934,HG,KCM,14,17,3,13,6
1934,HG,NBY,6,17,11,13,15
1934,HG,ND,1,17,16,13,16
1934,HG,BEG,0,17,17,13,23
1934,HG,SFG,76,17,93,13,60
1934,HG,NYY,77,17,94,13,60
1934,HG,PBG,12,17,5,13,20
1934,HG,PC,23,17,40,13,26
1934,HG,OAK,51,17,68,13,82
1934,HG,PHI,39,17,56,13,93
1934,HG,PIT,57,17,74,13,76
1934,HG,PS,21,17,38,13,15
1934,HG,BAL,50,17,67,13,85
1934,HG,STL,78,17,95,13,58
1934,HG,MIN,49,17,66,13,86
1934,KCM,BBS,0,3,3,6,8
1934,KCM,BOS,73,3,76,6,76
1934,KCM,LAD,68,3,71,6,81
1934,KCM,ATL,75,3,78,6,73
1934,KCM,CAG,24,3,27,6,19
1934,KCM,CHW,50,3,53,6,99
1934,KCM,CHC,83,3,86,6,65
1934,KCM,CIN,49,3,52,6,99
1934,KCM,CLE,82,3,85,6,69
1934,KCM,CRS,0,3,3,6,22
1934,KCM,DET,98,3,101,6,53
1934,KCM,HG,14,3,17,6,13
1934,KCM,KCM,0,3,3,6,6
1934,KCM,NBY,8,3,11,6,15
1934,KCM,ND,13,3,16,6,16
1934,KCM,BEG,14,3,17,6,23
1934,KCM,SFG,90,3,93,6,60
1934,KCM,NYY,91,3,94,6,60
1934,KCM,PBG,2,3,5,6,20
1934,KCM,PC,37,3,40,6,26
1934,KCM,OAK,65,3,68,6,82
1934,KCM,PHI,53,3,56,6,93
1934,KCM,PIT,71,3,74,6,76
1934,KCM,PS,35,3,38,6,15
1934,KCM,BAL,64,3,67,6,85
1934,KCM,STL,92,3,95,6,58
1934,KCM,MIN,63,3,66,6,86
1934,NBY,BBS,8,11,3,15,8
1934,NBY,BOS,65,11,76,15,76
1934,NBY,LAD,60,11,71,15,81
1934,NBY,ATL,67,11,78,15,73
1934,NBY,CAG,16,11,27,15,19
1934,NBY,CHW,42,11,53,15,99
1934,NBY,CHC,75,11,86,15,65
1934,NBY,CIN,41,11,52,15,99
1934,NBY,CLE,74,11,85,15,69
1934,NBY,CRS,8,11,3,15,22
1934,NBY,DET,90,11,101,15,53
1934,NBY,HG,6,11,17,15,13
1934,NBY,KCM,8,11,3,15,6
1934,NBY,NBY,0,11,11,15,15
1934,NBY,ND,5,11,16,15,16
1934,NBY,BEG,6,11,17,15,23
1934,NBY,SFG,82,11,93,15,60
1934,NBY,NYY,83,11,94,15,60
1934,NBY,PBG,6,11,5,15,20
1934,NBY,PC,29,11,40,15,26
1934,NBY,OAK,57,11,68,15,82
1934,NBY,PHI,45,11,56,15,93
1934,NBY,PIT,63,11,74,15,76
1934,NBY,PS,27,11,38,15,15
1934,NBY,BAL,56,11,67,15,85
1934,NBY,STL,84,11,95,15,58
1934,NBY,MIN,55,11,66,15,86
1934,ND,BBS,13,16,3,16,8
1934,ND,BOS,60,16,76,16,76
1934,ND,LAD,55,16,71,16,81
1934,ND,ATL,62,16,78,16,73
1934,ND,CAG,11,16,27,16,19
1934,ND,CHW,37,16,53,16,99
1934,ND,CHC,70,16,86,16,65
1934,ND,CIN,36,16,52,16,99
1934,ND,CLE,69,16,85,16,69
1934,ND,CRS,13,16,3,16,22
1934,ND,DET,85,16,101,16,53
1934,ND,HG,1,16,17,16,13
1934,ND,KCM,13,16,3,16,6
1934,ND,NBY,5,16,11,16,15
1934,ND,ND,0,16,16,16,16
1934,ND,BEG,1,16,17,16,23
1934,ND,SFG,77,16,93,16,60
1934,ND,NYY,78,16,94,16,60
1934,ND,PBG,11,16,5,16,20
1934,ND,PC,24,16,40,16,26
1934,ND,OAK,52,16,68,16,82
1934,ND,PHI,40,16,56,16,93
1934,ND,PIT,58,16,74,16,76
1934,ND,PS,22,16,38,16,15
1934,ND,BAL,51,16,67,16,85
1934,ND,STL,79,16,95,16,58
1934,ND,MIN,50,16,66,16,86
1934,BEG,BBS,14,17,3,23,8
1934,BEG,BOS,59,17,76,23,76
1934,BEG,LAD,54,17,71,23,81
1934,BEG,ATL,61,17,78,23,73
1934,BEG,CAG,10,17,27,23,19
1934,BEG,CHW,36,17,53,23,99
1934,BEG,CHC,69,17,86,23,65
1934,BEG,CIN,35,17,52,23,99
1934,BEG,CLE,68,17,85,23,69
1934,BEG,CRS,14,17,3,23,22
1934,BEG,DET,84,17,101,23,53
1934,BEG,HG,0,17,17,23,13
1934,BEG,KCM,14,17,3,23,6
1934,BEG,NBY,6,17,11,23,15
1934,BEG,ND,1,17,16,23,16
1934,BEG,BEG,0,17,17,23,23
1934,BEG,SFG,76,17,93,23,60
1934,BEG,NYY,77,17,94,23,60
1934,BEG,PBG,12,17,5,23,20
1934,BEG,PC,23,17,40,23,26
1934,BEG,OAK,51,17,68,23,82
1934,BEG,PHI,39,17,56,23,93
1934,BEG,PIT,57,17,74,23,76
1934,BEG,PS,21,17,38,23,15
1934,BEG,BAL,50,17,67,23,85
1934,BEG,STL,78,17,95,23,58
1934,BEG,MIN,49,17,66,23,86
1934,SFG,BBS,90,93,3,60,8
1934,SFG,BOS,17,93,76,60,76
1934,SFG,LAD,22,93,71,60,81
1934,SFG,ATL,15,93,78,60,73
1934,SFG,CAG,66,93,27,60,19
1934,SFG,CHW,40,93,53,60,99
1934,SFG,CHC,7,93,86,60,65
1934,SFG,CIN,41,93,52,60,99
1934,SFG,CLE,8,93,85,60,69
1934,SFG,CRS,90,93,3,60,22
1934,SFG,DET,8,93,101,60,53
1934,SFG,HG,76,93,17,60,13
1934,SFG,KCM,90,93,3,60,6
1934,SFG,NBY,82,93,11,60,15
1934,SFG,ND,77,93,16,60,16
1934,SFG,BEG,76,93,17,60,23
1934,SFG,SFG,0,93,93,60,60
1934,SFG,NYY,1,93,94,60,60
1934,SFG,PBG,88,93,5,60,20
1934,SFG,PC,53,93,40,60,26
1934,SFG,OAK,25,93,68,60,82
1934,SFG,PHI,37,93,56,60,93
1934,SFG,PIT,19,93,74,60,76
1934,SFG,PS,55,93,38,60,15
1934,SFG,BAL,26,93,67,60,85
1934,SFG,STL,2,93,95,60,58
1934,SFG,MIN,27,93,66,60,86
1934,NYY,BBS,91,94,3,60,8
1934,NYY,BOS,18,94,76,60,76
1934,NYY,LAD,23,94,71,60,81
1934,NYY,ATL,16,94,78,60,73
1934,NYY,CAG,67,94,27,60,19
1934,NYY,CHW,41,94,53,60,99
1934,NYY,CHC,8,94,86,60,65
1934,NYY,CIN,42,94,52,60,99
1934,NYY,CLE,9,94,85,60,69
1934,NYY,CRS,91,94,3,60,22
1934,NYY,DET,7,94,101,60,53
1934,NYY,HG,77,94,17,60,13
1934,NYY,KCM,91,94,3,60,6
1934,NYY,NBY,83,94,11,60,15
1934,NYY,ND,78,94,16,60,16
1934,NYY,BEG,77,94,17,60,23
1934,NYY,SFG,1,94,93,60,60
1934,NYY,NYY,0,94,94,60,60
1934,NYY,PBG,89,94,5,60,20
1934,NYY,PC,54,94,40,60,26
1934,NYY,OAK,26,94,68,60,82
1934,NYY,PHI,38,94,56,60,93
1934,NYY,PIT,20,94,74,60,76
1934,NYY,PS,56,94,38,60,15
1934,NYY,BAL,27,94,67,60,85
1934,NYY,STL,1,94,95,60,58
1934,NYY,MIN,28,94,66,60,86
1934,PBG,BBS,2,5,3,20,8
1934,PBG,BOS,71,5,76,20,76
1934,PBG,LAD,66,5,71,20,81
1934,PBG,ATL,73,5,78,20,73
1934,PBG,CAG,22,5,27,20,19
1934,PBG,CHW,48,5,53,20,99
1934,PBG,CHC,81,5,86,20,65
1934,PBG,CIN,47,5,52,20,99
1934,PBG,CLE,80,5,85,20,69
1934,PBG,CRS,2,5,3,20,22
1934,PBG,DET,96,5,101,20,53
1934,PBG,HG,12,5,17,20,13
1934,PBG,KCM,2,5,3,20,6
1934,PBG,NBY,6,5,11,20,15
1934,PBG,ND,11,5,16,20,16
1934,PBG,BEG,12,5,17,20,23
1934,PBG,SFG,88,5,93,20,60
1934,PBG,NYY,89,5,94,20,60
1934,PBG,PBG,0,5,5,20,20
1934,PBG,PC,35,5,40,20,26
1934,PBG,OAK,63,5,68,20,82
1934,PBG,PHI,51,5,56,20,93
1934,PBG,PIT,69,5,74,20,76
1934,PBG,PS,33,5,38,20,15
1934,PBG,BAL,62,5,67,20,85
1934,PBG,STL,90,5,95,20,58
1934,PBG,MIN,61,5,66,20,86
1934,PC,BBS,37,40,3,26,8
1934,PC,BOS,36,40,76,26,76
1934,PC,LAD,31,40,71,26,81
1934,PC,ATL,38,40,78,26,73
1934,PC,CAG,13,40,27,26,19
1934,PC,CHW,13,40,53,26,99
1934,PC,CHC,46,40,86,26,65
1934,PC,CIN,12,40,52,26,99
1934,PC,CLE,45,40,85,26,69
1934,PC,CRS,37,40,3,26,22
1934,PC,DET,61,40,101,26,53
1934,PC,HG,23,40,17,26,13
1934,PC,KCM,37,40,3,26,6
1934,PC,NBY,29,40,11,26,15
1934,PC,ND,24,40,16,26,16
1934,PC,BEG,23,40,17,26,23
1934,PC,SFG,53,40,93,26,60
1934,PC,NYY,54,40,94,26,60
1934,PC,PBG,35,40,5,26,20
1934,PC,PC,0,40,40,26,26
1934,PC,OAK,28,40,68,26,82
1934,PC,PHI,16,40,56,26,93
1934,PC,PIT,34,40,74,26,76
1934,PC,PS,2,40,38,26,15
1934,PC,BAL,27,40,67,26,85
1934,PC,STL,55,40,95,26,58
1934,PC,MIN,26,40,66,26,86
1934,OAK,BBS,65,68,3,82,8
1934,OAK,BOS,8,68,76,82,76
1934,OAK,LAD,3,68,71,82,81
1934,OAK,ATL,10,68,78,82,73
1934,OAK,CAG,41,68,27,82,19
1934,OAK,CHW,15,68,53,82,99
1934,OAK,CHC,18,68,86,82,65
1934,OAK,CIN,16,68,52,82,99
1934,OAK,CLE,17,68,85,82,69
1934,OAK,CRS,65,68,3,82,22
1934,OAK,DET,33,68,101,82,53
1934,OAK,HG,51,68,17,82,13
1934,OAK,KCM,65,68,3,82,6
1934,OAK,NBY,57,68,11,82,15
1934,OAK,ND,52,68,16,82,16
1934,OAK,BEG,51,68,17,82,23
1934,OAK,SFG,25,68,93,82,60
1934,OAK,NYY,26,68,94,82,60
1934,OAK,PBG,63,68,5,82,20
1934,OAK,PC,28,68,40,82,26
1934,OAK,OAK,0,68,68,82,82
1934,OAK,PHI,12,68,56,82,93
1934,OAK,PIT,6,68,74,82,76
1934,OAK,PS,30,68,38,82,15
1934,OAK,BAL,1,68,67,82,85
1934,OAK,STL,27,68,95,82,58
1934,OAK,MIN,2,68,66,82,86
1934,PHI,BBS,53,56,3,93,8
1934,PHI,BOS,20,56,76,93,76
1934,PHI,LAD,15,56,71,93,81
1934,PHI,ATL,22,56,78,93,73
1934,PHI,CAG,29,56,27,93,19
1934,PHI,CHW,3,56,53,93,99
1934,PHI,CHC,30,56,86,93,65
1934,PHI,CIN,4,56,52,93,99
1934,PHI,CLE,29,56,85,93,69
1934,PHI,CRS,53,56,3,93,22
1934,PHI,DET,45,56,101,93,53
1934,PHI,HG,39,56,17,93,13
1934,PHI,KCM,53,56,3,93,6
1934,PHI,NBY,45,56,11,93,15
1934,PHI,ND,40,56,16,93,16
1934,PHI,BEG,39,56,17,93,23
1934,PHI,SFG,37,56,93,93,60
1934,PHI,NYY,38,56,94,93,60
1934,PHI,PBG,51,56,5,93,20
1934,PHI,PC,16,56,40,93,26
1934,PHI,OAK,12,56,68,93,82
1934,PHI,PHI,0,56,56,93,93
1934,PHI,PIT,18,56,74,93,76
1934,PHI,PS,18,56,38,93,15
1934,PHI,BAL,11,56,67,93,85
1934,PHI,STL,39,56,95,93,58
1934,PHI,MIN,10,56,66,93,86
1934,PIT,BBS,71,74,3,76,8
1934,PIT,BOS,2,74,76,76,76
1934,PIT,LAD,3,74,71,76,81
1934,PIT,ATL,4,74,78,76,73
1934,PIT,CAG,47,74,27,76,19
1934,PIT,CHW,21,74,53,76,99
1934,PIT,CHC,12,74,86,76,65
1934,PIT,CIN,22,74,52,76,99
1934,PIT,CLE,11,74,85,76,69
1934,PIT,CRS,71,74,3,76,22
1934,PIT,DET,27,74,101,76,53
1934,PIT,HG,57,74,17,76,13
1934,PIT,KCM,71,74,3,76,6
1934,PIT,NBY,63,74,11,76,15
1934,PIT,ND,58,74,16,76,16
1934,PIT,BEG,57,74,17,76,23
1934,PIT,SFG,19,74,93,76,60
1934,PIT,NYY,20,74,94,76,60
1934,PIT,PBG,69,74,5,76,20
1934,PIT,PC,34,74,40,76,26
1934,PIT,OAK,6,74,68,76,82
1934,PIT,PHI,18,74,56,76,93
1934,PIT,PIT,0,74,74,76,76
1934,PIT,PS,36,74,38,76,15
1934,PIT,BAL,7,74,67,76,85
1934,PIT,STL,21,74,95,76,58
1934,PIT,MIN,8,74,66,76,86
1934,PS,BBS,35,38,3,15,8
1934,PS,BOS,38,38,76,15,76
1934,PS,LAD,33,38,71,15,81
1934,PS,ATL,40,38,78,15,73
1934,PS,CAG,11,38,27,15,19
1934,PS,CHW,15,38,53,15,99
1934,PS,CHC,48,38,86,15,65
1934,PS,CIN,14,38,52,15,99
1934,PS,CLE,47,38,85,15,69
1934,PS,CRS,35,38,3,15,22
1934,PS,DET,63,38,101,15,53
1934,PS,HG,21,38,17,15,13
1934,PS,KCM,35,38,3,15,6
1934,PS,NBY,27,38,11,15,15
1934,PS,ND,22,38,16,15,16
1934,PS,BEG,21,38,17,15,23
1934,PS,SFG,55,38,93,15,60
1934,PS,NYY,56,38,94,15,60
1934,PS,PBG,33,38,5,15,20
1934,PS,PC,2,38,40,15,26
1934,PS,OAK,30,38,68,15,82
1934,PS,PHI,18,38,56,15,93
1934,PS,PIT,36,38,74,15,76
1934,PS,PS,0,38,38,15,15
1934,PS,BAL,29,38,67,15,85
1934,PS,STL,57,38,95,15,58
1934,PS,MIN,28,38,66,15,86
1934,BAL,BBS,64,67,3,85,8
1934,BAL,BOS,9,67,76,85,76
1934,BAL,LAD,4,67,71,85,81
1934,BAL,ATL,11,67,78,85,73
1934,BAL,CAG,40,67,27,85,19
1934,BAL,CHW,14,67,53,85,99
1934,BAL,CHC,19,67,86,85,65
1934,BAL,CIN,15,67,52,85,99
1934,BAL,CLE,18,67,85,85,69
1934,BAL,CRS,64,67,3,85,22
1934,BAL,DET,34,67,101,85,53
1934,BAL,HG,50,67,17,85,13
1934,BAL,KCM,64,67,3,85,6
1934,BAL,NBY,56,67,11,85,15
1934,BAL,ND,51,67,16,85,16
1934,BAL,BEG,50,67,17,85,23
1934,BAL,SFG,26,67,93,85,60
1934,BAL,NYY,27,67,94,85,60
1934,BAL,PBG,62,67,5,85,20
1934,BAL,PC,27,67,40,85,26
1934,BAL,OAK,1,67,68,85,82
1934,BAL,PHI,11,67,56,85,93
1934,BAL,PIT,7,67,74,85,76
1934,BAL,PS,29,67,38,85,15
1934,BAL,BAL,0,67,67,85,85
1934,BAL,STL,28,67,95,85,58
1934,BAL,MIN,1,67,66,85,86
1934,STL,BBS,92,95,3,58,8
1934,STL,BOS,19,95,76,58,76
1934,STL,LAD,24,95,71,58,81
1934,STL,ATL,17,95,78,58,73
1934,STL,CAG,68,95,27,58,19
1934,STL,CHW,42,95,53,58,99
1934,STL,CHC,9,95,86,58,65
1934,STL,CIN,43,95,52,58,99
1934,STL,CLE,10,95,85,58,69
1934,STL,CRS,92,95,3,58,22
1934,STL,DET,6,95,101,58,53
1934,STL,HG,78,95,17,58,13
1934,STL,KCM,92,95,3,58,6
1934,STL,NBY,84,95,11,58,15
1934,STL,ND,79,95,16,58,16
1934,STL,BEG,78,95,17,58,23
1934,STL,SFG,2,95,93,58,60
1934,STL,NYY,1,95,94,58,60
1934,STL,PBG,90,95,5,58,20
1934,STL,PC,55,95,40,58,26
1934,STL,OAK,27,95,68,58,82
1934,STL,PHI,39,95,56,58,93
1934,STL,PIT,21,95,74,58,76
1934,STL,PS,57,95,38,58,15
1934,STL,BAL,28,95,67,58,85
1934,STL,STL,0,95,95,58,58
1934,STL,MIN,29,95,66,58,86
1934,MIN,BBS,63,66,3,86,8
1934,MIN,BOS,10,66,76,86,76
1934,MIN,LAD,5,66,71,86,81
1934,MIN,ATL,12,66,78,86,73
1934,MIN,CAG,39,66,27,86,19
1934,MIN,CHW,13,66,53,86,99
1934,MIN,CHC,20,66,86,86,65
1934,MIN,CIN,14,66,52,86,99
1934,MIN,CLE,19,66,85,86,69
1934,MIN,CRS,63,66,3,86,22
1934,MIN,DET,35,66,101,86,53
1934,MIN,HG,49,66,17,86,13
1934,MIN,KCM,63,66,3,86,6
1934,MIN,NBY,55,66,11,86,15
1934,MIN,ND,50,66,16,86,16
1934,MIN,BEG,49,66,17,86,23
1934,MIN,SFG,27,66,93,86,60
1934,MIN,NYY,28,66,94,86,60
1934,MIN,PBG,61,66,5,86,20
1934,MIN,PC,26,66,40,86,26
1934,MIN,OAK,2,66,68,86,82
1934,MIN,PHI,10,66,56,86,93
1934,MIN,PIT,8,66,74,86,76
1934,MIN,PS,28,66,38,86,15
1934,MIN,BAL,1,66,67,86,85
1934,MIN,STL,29,66,95,86,58
1934,MIN,MIN,0,66,66,86,86
1935,NE,NE,0,32,32,31,31
1935,NE,BOS,46,32,78,31,75
